Name,Studio,Genres
Shaonian Gexing,CG Year,"Action, Adventure, Fantasy, Chinese Animation, Based on a Web Novel, CG Animation"
Professor Layton and the Eternal Diva,OLM,"Fantasy, Mystery, Detectives, High Stakes Games, Based on a Video Game"
Psycho-Pass 2,Tatsunoko Production,"Action, Sci Fi, Crime, Cyberpunk, Dystopia, Guns, Noir, noitaminA, Police, Psychopaths, Serial Killers, Thriller, Original Work, Animal Abuse,, Explicit Violence,, Mature Themes"
yama: Oz.,WIT Studio,"Fantasy, Disability, Royalty, Based on a Manga"
Full Metal Panic! The Second Raid: Episode 00,Kyoto Animation,"Action, Mecha, Shounen, Military, Real Robot, War, Based on a Light Novel"
MILGRAM,OTOIRO,"Crime, Criminals"
Those Snow White Notes,Shin-Ei Animation,"Drama, Coming of Age, Death of a Loved One, Music, School Club, School Life, Based on a Manga"
Lupin III: Part II,TMS Entertainment,"Action, Comedy, Seinen, Criminals, Episodic, Guns, Thieves, Based on a Manga"
Darker than Black: Gemini of the Meteor,Bones,"Action, Sci Fi, Superpowers, Original Work"
Rage of Bahamut: Virgin Soul,MAPPA,"Action, Adventure, Fantasy, Angels, Animal Transformation, Animeism, Bounty Hunters, Demons, Dragons, Heaven, Magic, Monsters, Rebellions, Based on a Mobile Game"
Karneval OVA,Manglobe,"Fantasy, Josei, Promotional, Shorts, Based on a Manga"
Kingsglaive: Final Fantasy XV,Visual Works,"Action, Fantasy, Magic, Based on a Video Game, CG Animation"
Strawberry Marshmallow Encore,Daume,"Comedy, Shounen, Slice of Life, Based on a Manga"
Space Battleship Yamato 2199: Odyssey of the Celestial Ark,XEBEC,"Action, Adventure, Sci Fi, Aliens, Leijiverse, Military, Outer Space, Space Opera"
Free! - Iwatobi Swim Club,Animation Do,"Comedy, Drama, Sports, Childhood Friends, Rivalries, School Club, School Life, Swimming, Tournaments, Based on a Light Novel"
The Prince of Tennis,Production I.G,"Comedy, Drama, Shounen, Sports, Tennis, Based on a Manga"
Kaleido Star,GONZO,"Sports, America, Circus, Coworkers, Family Friendly, Gymnastics, Lifestyle Change, Showbiz, Work Life, Original Work"
Knights of Sidonia,POLYGON PICTURES,"Action, Adventure, Horror, Mecha, Sci Fi, Seinen, Aliens, Animeism, Outer Space, Post-apocalyptic, Real Robot, Based on a Manga, CG Animation, Violence"
Genshiken OVA,Ajia-do,"Comedy, Drama, Seinen, Slice of Life, College, Doujinshi Industry, Manga Industry, Otaku Culture, Parody, Satire, School Club, Based on a Manga"
Shakugan no Shana III,J.C.Staff,"Action, Drama, Fantasy, Contemporary Fantasy, Magic, Supernatural, Tsundere, Urban Fantasy, Based on a Light Novel"
Pretty Guardian Sailor Moon Eternal Movie 1,Toei Animation,"Action, Fantasy, Magical Girl, Romance, Shoujo, Circus, Contemporary Fantasy, Henshin Heroes, Magic, Reincarnation, Sentai, Tokusatsu, Urban Fantasy"
Hanada Shounen-shi,MADHOUSE,"Comedy, Seinen, Countryside, Crude, Family Life, Ghosts, Supernatural, Based on a Manga, Nudity"
Hori-san to Miyamura-kun (2018),GONZO,"Comedy, Romance, Shounen, Romantic Comedy, School Life, Based on a 4-Koma Manga, Based on a Manga"
Persona 3 the Movie 1: Spring of Birth,AIC ASTA,"Action, Fantasy, Supernatural, Based on a Video Game"
Yu-Gi-Oh! Movie 4: The Dark Side of Dimensions,Gallop,"Shounen, Card Battles, Supernatural, Based on a Manga"
The Legend of the Legendary Heroes,Zexcs,"Action, Adventure, Fantasy, Magic, Political, War, Based on a Light Novel, Explicit Violence"
Gabriel Dropout Specials,Doga Kobo,"Comedy, Drama, Shounen, Slice of Life, Angels, Demons, Non-Human Protagonists, Supernatural, Based on a Manga"
Gungrave,MADHOUSE,"Action, Assassins, Gangs, Mercenaries, Noir, Superpowers, Based on a Video Game, Violence"
Barefoot Gen,MADHOUSE,"Drama, Shounen, Death of a Loved One, Historical, Lifestyle Change, Melancholy, Poverty, War, World War 2, Based on a Manga, Explicit Violence"
Shakugan no Shana,J.C.Staff,"Action, Fantasy, Contemporary Fantasy, Magic, Supernatural, Tsundere, Urban Fantasy, Based on a Light Novel"
Durarara!! X2 The Second Arc: Onoroke Chakapoko,Shuka,"Supernatural, Based on a Light Novel"
Star Martial God Technique,Ruo Hong Culture,"Action, Adventure, Drama, Fantasy, Chinese Animation, Cultivation, Martial Arts, Short Episodes, Xianxia, Based on a Web Novel, CG Animation"
Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,TMS Entertainment,"Comedy, Shounen, Age Transformation, Detectives, Based on a Manga"
Nanbaka,SATELIGHT,"Action, Comedy, Island, Prison, Based on a Webtoon"
Mitsudomoe Zouryouchuu!,Bridge,"Comedy, Shounen, Slice of Life, School Life, Siblings, Based on a Manga"
Juan Siliang,Wulifang Digital,"Action, Fantasy, Chinese Animation, CG Animation"
My Hero Academia: Jump Festa 2016 Special,Bones,"Action, Comedy, Sci Fi, Shounen, Superheroes, Superpowers, Based on a Manga"
High School DxD BorN Specials,TNK,"Comedy, Ecchi, Fantasy, Harem, Contemporary Fantasy, Demons, Based on a Light Novel, Nudity,, Sexual Content"
Paradise Kiss,MADHOUSE,"Drama, Josei, Romance, Fashion, noitaminA, Based on a Manga, Sexual Content"
Fate/Grand Carnival,Lerche,"Comedy, Fantasy, Sci Fi, Gag, Magic, Parody, Based on a Mobile Game"
Danganronpa 3: The End of Hope's Peak Academy- Despair Arc,Lerche,"Mystery, High Stakes Games, Play or Die, Psychological, Based on a Video Game, Violence"
Fairy Tail 2 OVA,A-1 Pictures,"Comedy, Ecchi, Fantasy, Shounen, Magic, Based on a Manga"
Pokemon: Twilight Wings,FILMONY,"Fantasy, Slice of Life, Family Friendly, Monsters, Proxy Battles, Short Episodes, Based on a Video Game"
Major 2nd,OLM,"Sports, Baseball, Based on a Manga"
Minami-ke,Daume,"Comedy, Seinen, Slice of Life, Gag, School Life, Siblings, Based on a Manga"
Kengan Ashura,LARX Entertainment,"Action, Drama, Hand to Hand Combat, Martial Arts, Tournaments, Based on a Manga, CG Animation, Explicit Violence"
Yu Yu Hakusho Specials,Pierrot,"Action, Shounen, Afterlife, Demons, Hand to Hand Combat, Supernatural, Superpowers, Based on a Manga"
A Whisker Away,Studio Colorido,"Drama, Romance, Animal Transformation, Cats, Supernatural, Original Work"
Haganai: I Don't Have Many Friends NEXT,AIC Build,"Comedy, Ecchi, Harem, Otaku Culture, School Club, School Life, Based on a Light Novel"
Bleach Movie 3: Fade to Black,Pierrot,"Action, Shounen, Shinigami, Supernatural, Swordplay, Based on a Manga"
Interspecies Reviewers,Passione,"Comedy, Fantasy, Shounen, Borderline H, Medieval, Monster Girls, Monsters, Non-Human Protagonists, Based on a Manga, Explicit Sex,, Mature Themes,, Prostitution"
Children Who Chase Lost Voices,CoMix Wave Films,"Adventure, Fantasy, Romance, Contemporary Fantasy, Isekai, Original Work"
Mieruko-chan,Passione,"Comedy, Ecchi, Horror, Slice of Life, Ghosts, Psychological, Supernatural, Based on a Manga"
The Kawai Complex Guide to Manors and Hostel Behavior: First Time,Brain's Base,"Comedy, Romance, Seinen, Slice of Life, School Life, Based on a Manga"
Wo Shi Jiang Xiaobai 2nd Season,2:10 Animation,"Romance, Chinese Animation, CG Animation"
Gakuen Alice,Group TAC,"Comedy, Shoujo, Boarding School, Family Friendly, Magic, Magic School, School Life, Superpowers, Based on a Manga"
The Wallflower,Nippon Animation,"Comedy, Reverse Harem, Shoujo, Chibi, Mansion, School Life, Based on a Manga"
Knight's & Magic,8-Bit,"Action, Fantasy, Mecha, Seinen, Isekai, Magic, Modern Knowledge, Person in a Strange World, Reincarnation, Based on a Light Novel"
Towanoquon Movie 5: The Return of the Invincible,Bones,"Sci Fi, Supernatural, Superpowers, Original Work"
Cautious Hero: The Hero Is Overpowered but Overly Cautious,WHITE FOX,"Action, Adventure, Comedy, Fantasy, Demons, Gods, Isekai, Magic, Non-Human Protagonists, Overpowered Main Characters, Person in a Strange World, RPG, Summoned Into Another World, Based on a Light Novel, Violence"
Dou Po Cangqiong 2nd Season Specials,Motion Magic,"Fantasy, Chinese Animation, Xianxia, Based on a Web Novel, CG Animation"
"Hora, Mimi ga Mieteru yo!",monofilmo,"BL, Comedy, Fantasy, Romance, Shounen-ai, Slice of Life, Age Gap, Animal Characteristics, Animal Transformation, Cats, Contemporary Fantasy, Interspecies Relationship, Manga Industry, Non-Human Protagonists, Orphans, Roommates, Short Episodes, Writers, Based on a Webtoon"
IRODUKU: The World in Colors,P.A. WORKS,"Drama, Magic, School Club, School Life, Time Travel, Original Work"
Kino's Journey: Byouki no Kuni -For You-,SHAFT,"Adventure, Fantasy, Sci Fi, Illness, Melancholy, Violence"
Kaguya-sama: Love Is War OVA,A-1 Pictures,"Comedy, Ecchi, Romance, Seinen, Romantic Comedy, Based on a Manga, Sexual Content"
Psycho-Pass 3,Production I.G,"Action, Sci Fi, Cyberpunk, Dystopia, Noir, noitaminA, Thriller, Original Work"
Hidamari Sketch x SP,SHAFT,"Comedy, Seinen, Slice of Life, Art, Art School, Based on a 4-Koma Manga, Based on a Manga"
Sound! Euphonium Movie 3: Our Promise - A Brand New Day,Kyoto Animation,"Drama, Music, School Club, Tournaments, Based on a Novel"
Xam'd: Lost Memories,Bones,"Action, Romance, Sci Fi, Island, Military, War, Original Work"
High School DxD BorN: Yomigaeranai Fushichou,TNK,"Ecchi, Fantasy, Contemporary Fantasy, Demons, Dragons, Based on a Light Novel, Nudity"
Forest of Piano 2nd Season,Gaina,"Drama, Classical Music, Music, School Life, Based on a Manga"
Mobile Suit Zeta Gundam,Sunrise,"Action, Drama, Mecha, Outer Space, Political, Rivalries, Original Work"
Macross Frontier Movie 1: Itsuwari no Utahime,SATELIGHT,"Action, Drama, Mecha, Romance, Sci Fi, Idols, Love Triangle, Music, Real Robot, Space Opera, Transforming Mecha, Nudity"
Birdy the Mighty: Decode 2,A-1 Pictures,"Action, Sci Fi, Seinen, Aliens, Body Sharing, Non-Human Protagonists, Police, Based on a Manga, Violence"
K,GoHands,"Action, Mystery, Animeism, Gangs, Supernatural, Superpowers, Original Work"
Servant x Service,A-1 Pictures,"Comedy, Romance, Seinen, Slice of Life, Coworkers, Work Life, Based on a 4-Koma Manga, Based on a Manga"
Banner of the Stars III,Sunrise,"Sci Fi, Military, Outer Space, Space Opera, Based on a Novel"
Saiyuki Gaiden: Tokubetsu-hen - Kouga no Shou,Anpro,"Action, Adventure, Fantasy, Based on a Manga"
Strike Witches Movie,AIC,"Action, Ecchi, Sci Fi, Aliens, Animal Characteristics, Guns, Historical, Magic, Military, Panty Shots, Original Work"
Pokemon Journeys,OLM,"Adventure, Fantasy, Elemental Powers, Monsters, Proxy Battles, Tournaments, Based on a Video Game"
Love Live! Superstar!!,Sunrise,"Idols, Music, School Life"
How a Realist Hero Rebuilt the Kingdom,J.C.Staff,"Action, Adventure, Drama, Fantasy, Romance, Isekai, Kingdom Building, Magic, Management, Modern Knowledge, Person in a Strange World, Political, Royalty, Summoned Into Another World, War, Based on a Light Novel"
The Saint's Magic Power is Omnipotent,diomedea,"Fantasy, Romance, Slice of Life, Isekai, Lifestyle Change, Medieval, Person in a Strange World, Summoned Into Another World, Based on a Light Novel"
Wu Geng Ji 4th Season,Sparkly Key Animation Studio,"Action, Fantasy, Ancient China, Chinese Animation, Based on a Manga, CG Animation"
We Never Learn!,Arvo Animation,"Comedy, Ecchi, Harem, Romance, Shounen, Romantic Comedy, School Life, Tutors, Based on a Manga"
Miss Kobayashi's Dragon Maid S Short Animation Series,Kyoto Animation,"Comedy, Fantasy, Seinen, Slice of Life, Animal Characteristics, Cohabitation, Dragons, Maids, Monster Girls, Non-Human Protagonists, Reverse Isekai, Roommates, Short Episodes, Urban Fantasy, Based on a Manga"
Nodame Cantabile OVA 2,J.C.Staff,"Comedy, Josei, Romance, Europe, Shorts, Based on a Manga"
Digimon Adventure Tri. Movie 1: Reunion,Toei Animation,"Action, Drama, Sci Fi, Monsters"
Fairy Tail Movie 1: Phoenix Priestess - The First Morning,A-1 Pictures,"Fantasy, Shounen, Magic, Based on a Manga"
Read or Die,Studio DEEN,"Action, Sci Fi, Superpowers, Based on a Light Novel"
Air Gear: Kuro no Hane to Nemuri no Mori -Break on the Sky-,SATELIGHT,"Action, Ecchi, Shounen, Sports, Based on a Manga"
Dawang Raoming,BigFireBird,"Action, Fantasy, Chinese Animation, Based on a Novel"
Junjou Romantica Special,Studio DEEN,"BL, Comedy, Shounen-ai, Romantic Comedy, Based on a Manga"
Yuan Long 2nd Season,CG Year,"Action, Adventure, Fantasy, Chinese Animation, Based on a Web Novel, CG Animation"
Rozen Maiden: Ouvertüre,Nomad,"Fantasy, Seinen, Based on a Manga"
Mobile Suit Gundam: Hathaway's Flash I,Sunrise,"Action, Mecha, Sci Fi, Military, Outer Space, Real Robot, Based on a Light Novel"
Kabaneri of the Iron Fortress Part 1: Light That Gathers,WIT Studio,"Action, Fantasy, Apocalypse, Dark Fantasy, Guns, Pandemic, Recap, Steampunk, Trains, Zombies, Original Work, Explicit Violence"
Teasing Master Takagi-san,Shin-Ei Animation,"Comedy, Romance, Shounen, Slice of Life, Iyashikei, School Life, Based on a Manga"
Tokyo Ravens,8-Bit,"Action, Magic, Magic School, School Life, Supernatural, Based on a Light Novel"
Minami-ke Okaeri,asread,"Comedy, Seinen, Slice of Life, Gag, Siblings, Based on a Manga"
Dr. Stone: Stone Wars - Eve of the Battle,8 Pan,"Adventure, Comedy, Sci Fi, Shounen, Person in a Strange World, Post-apocalyptic, Prehistoric, Recap, Survival, Based on a Manga"
One Piece Movie 6: Baron Omatsuri and the Secret Island,Toei Animation,"Action, Adventure, Fantasy, Shounen, Island, Pirates, Psychological, Superpowers, Based on a Manga, Violence"
New Game!,Doga Kobo,"Comedy, Seinen, Coworkers, Iyashikei, Panty Shots, Video Game Industry, Work Life, Based on a 4-Koma Manga, Based on a Manga"
Ling Long: Incarnation Part II,YHKT Entertainment,"Action, Drama, Horror, Sci Fi, Chinese Animation, Reincarnation, Thriller, CG Animation, Original Work"
GaoGaiGar FINAL Grand Glorious Gathering,Sunrise,"Action, Adventure, Mecha, Sci Fi, Aliens, Combining Mecha, Cyborgs, Super Robot, Transforming Mecha, Original Work"
Hidamari Sketch x 365 Specials,SHAFT,"Comedy, Seinen, Art, Art School, School Life, Based on a 4-Koma Manga, Based on a Manga"
Attack on Titan Movie 1: Crimson Bow and Arrow,WIT Studio,"Action, Fantasy, Horror, Shounen, Dark Fantasy, Isolated Society, Military, Outside World, Overpowered Main Characters, Post-apocalyptic, Recap, Based on a Manga, Cannibalism,, Violence"
Baka and Test - Summon the Beasts,SILVER LINK.,"Comedy, Chibi, Magic, Magic School, School Life, Based on a Light Novel"
Memory of Chang'an 2nd Season,Ling San Wu Donghua,"Romance, Chinese Animation, Royalty, Based on a Manga"
A Certain Magical Index Movie: The Miracle of Endymion,J.C.Staff,"Action, Sci Fi, Magic, Psychic Powers, Supernatural, Superpowers, Based on a Light Novel"
The Daily Life of the Immortal King,Haoliners Animation League,"Action, Comedy, Fantasy, Chinese Animation, Cultivation, Overpowered Main Characters, School Life, Urban Fantasy, Xianxia, Based on a Web Novel"
Cells at Work! Code Black,LIDEN FILMS,"Action, Drama, Seinen, Anthropomorphic, Educational, Episodic, Medical, Melancholy, Non-Human Protagonists, Based on a Manga, Explicit Violence,, Mature Themes,, Suicide"
Tada Never Falls in Love,Doga Kobo,"Comedy, Romance, Photography, Romantic Comedy, Slapstick, Original Work"
Rage of Bahamut: Genesis,MAPPA,"Action, Adventure, Fantasy, Angels, Bounty Hunters, Demons, Magic, Monsters, Based on a Mobile Game"
Shura no Toki: Age of Chaos,Studio Comet,"Shounen, Feudal Japan, Martial Arts, Samurai, Tournaments, Based on a Manga"
One Piece: Episode of Skypiea,Toei Animation,"Action, Adventure, Fantasy, Shounen, Pirates, Recap, Superpowers, Based on a Manga"
L.O.R.D: Legend of Ravaging Dynasties 2,Original Force,"Action, Fantasy, Chinese Animation, CG Animation, Original Work, Violence"
Isekai Quartet 2,Studio Puyukai,"Comedy, Fantasy, Chibi, Crossover, Parody, Person in a Strange World, School Life, Short Episodes, Summoned Into Another World"
Ushio and Tora TV,MAPPA,"Action, Comedy, Fantasy, Shounen, Supernatural, Urban Fantasy, Based on a Manga"
Date A Bullet: Nightmare or Queen,Geek Toys,"Action, Sci Fi, Based on a Light Novel"
Shounen Maid,8-Bit,"Comedy, Shoujo, Slice of Life, Family Life, Lifestyle Change, Maids, Mansion, Orphans, Based on a Manga"
Evangelion: 3.0 You Can (Not) Redo,Khara,"Action, Mecha, Sci Fi, Post-apocalyptic, Super Robot, Original Work"
Maid-sama!: Omake dayo!,J.C.Staff,"Comedy, Shoujo, Maids, Based on a Manga"
Ergo Proxy,Manglobe,"Sci Fi, Androids, Conspiracy, Cyberpunk, Dystopia, Noir, Non-Human Protagonists, Post-apocalyptic, Robots, Superpowers, Original Work"
Yes ka No ka Hanbun ka,Lesprit,"BL, Drama, Romance, Yaoi, Adult Couples, Mature Romance, Based on a Light Novel, Explicit Sex"
Ze Tian Ji 5th Season,Foch,"Action, Adventure, Fantasy, Chinese Animation, Cultivation, Based on a Web Novel"
AKB0048: Next Stage,SATELIGHT,"Action, Drama, Mecha, Sci Fi, Idols, Music, Outer Space, Showbiz, Original Work"
Michiko & Hatchin,Manglobe,"Action, Adventure, Police, Original Work, Violence"
Ani ni Tsukeru Kusuri wa Nai! 4,Fanworks,"Comedy, Slice of Life, Chinese Animation, School Life, Short Episodes, Siblings, Based on a Webtoon"
Heaven's Lost Property: Project Pink,AIC ASTA,"Comedy, Ecchi, Fantasy, Shounen, Angels, Panty Shots, Based on a Manga"
Rozen Maiden: Träumend,Nomad,"Fantasy, Seinen, Based on a Manga"
Kaleido Star: Legend of Phoenix ~Layla Hamilton Story~,GONZO,"Acting, America, Family Friendly, Gymnastics, Showbiz, Original Work"
The Heike Story,Science SARU,"Drama, Feudal Japan, Historical, Political, Psychic Powers, Supernatural, War, Based on a Novel, Mature Themes,, Suicide,, Violence"
Inu x Boku Secret Service,David Production,"Comedy, Drama, Romance, Shounen, Age Gap, Apartment Life, Bodyguards, Contemporary Fantasy, Japanese Mythology, Neighbors, Non-Human Protagonists, Supernatural, Tsundere, Youkai, Based on a Manga"
Detective Conan Movie 11: Jolly Roger in the Deep Azure,TMS Entertainment,"Action, Adventure, Mystery, Shounen, Age Transformation, Detectives, Kidnapping, Ocean, Pirates, Based on a Manga"
Hozuki's Coolheadedness,WIT Studio,"Comedy, Seinen, Afterlife, Animeism, Coworkers, Dark Comedy, Demons, Episodic, Gag, Hell, Japanese Mythology, Non-Human Protagonists, Parody, Satire, Slapstick, Supernatural, Youkai, Based on a Manga"
The Twelve Kingdoms,Pierrot,"Fantasy, Contemporary Fantasy, Isekai, Person in a Strange World, Political, Summoned Into Another World, Based on a Light Novel"
